"NAME","EYE","ALIVE","APPEARANCES","FIRST APPEARANCE","HAIR","SEX","ALIGN","ID","SECRET"
"Lodur","","Living Characters","2","Sep-76","","Male Characters","Good Characters","Secret Identity","763d385b-32eb-4ab0-aac7-a17a9a1a39c1"
"Mac-Ronn","","Living Characters","2","Nov-76","Bald","Male Characters","","No Dual Identity","08f83be8-0406-4918-97ba-17dda1edf4ce"
"Mangler","","Living Characters","2","Aug-76","","Male Characters","Bad Characters","","19306b52-6961-451e-8fd0-269e0683c441"
"Maxwell Glenn","","Living Characters","2","Jun-76","","Male Characters","Neutral Characters","No Dual Identity","e4ac5b2b-45f2-4c6c-8f7d-e4edfa22d163"
"Menoetius","Black Eyes","Living Characters","2","Jan-76","","Male Characters","Bad Characters","Public Identity","d4e4a806-99da-41b8-8127-eaccbd53b2ac"
"Merlin","","Living Characters","2","Mar-76","","","Good Characters","","54240a81-a28e-4d8f-af81-33120151bcae"
"Mikhail Kutuzov","","Living Characters","2","Jun-76","Brown Hair","Male Characters","Neutral Characters","No Dual Identity","7cfc7aac-482e-4899-8924-4b31f249fccc"
"Morgan le Fay","","Living Characters","2","Mar-76","","Female Characters","Bad Characters","","2c076650-8651-49b1-8664-e08fcdb8274b"
"Mrs. Dragonsworth","","Deceased Characters","2","Nov-76","Black Hair","Female Characters","","No Dual Identity","565e58dc-2b8b-4b04-9dac-a0fc628a2b3f"
"Omar Karindu","","Living Characters","2","Dec-76","Grey Hair","Male Characters","Good Characters","No Dual Identity","14227801-f8a3-4120-a722-c4445a1945d3"
"Patsy Dragonsworth","","Deceased Characters","2","Nov-76","Black Hair","Female Characters","","No Dual Identity","aa30403e-44d8-49d2-b26e-6eec9ac1f6c2"
"Ragar","White Eyes","Living Characters","2","Sep-76","Black Hair","Male Characters","Bad Characters","Public Identity","5813f297-72ab-41e8-bf6d-f69ae1dbe469"
"Ramiro Xuc","","Living Characters","2","Apr-76","Black Hair","Male Characters","","","95a0200e-a732-4de5-a2c1-1755337ea682"
"Raymond Jones","","Living Characters","2","Apr-76","Black Hair","Male Characters","Bad Characters","","01d12b27-f3fb-40a9-b0f3-4972d96fe978"
"Ryan","","Living Characters","2","Sep-76","Grey Hair","Male Characters","","Public Identity","c03cd42e-af1a-4f05-994d-22d75ea5ed92"
"Silas Warden","","Living Characters","2","Aug-76","","Male Characters","Bad Characters","Secret Identity","c6948ec6-cedd-4063-a594-633f27b55523"
"Titanis","","Living Characters","2","Jul-76","Black Hair","Female Characters","Good Characters","","d3891b46-d05c-49a0-bfd8-e94adf0d380d"
"Darnak","","Living Characters","2","Feb-77","White Hair","Male Characters","","","61b76d4b-5f2b-47fe-9060-f034bc355082"
"Gareth","","Living Characters","2","Jun-77","","Male Characters","","","e3d2c980-48b2-4554-9038-cfedf01f4441"
"Joseph Kragowski","","Living Characters","2","Jul-77","","Male Characters","Good Characters","","e7e946a5-870e-4c47-9f33-2e811140bcf6"
"Madam Web","","Living Characters","2","Apr-77","","Female Characters","Bad Characters","","457dd982-ca00-4928-a86d-f327b2cbaf57"
"Man-Fish","Red Eyes","Living Characters","2","Apr-77","No Hair","Male Characters","Bad Characters","Secret Identity","347265c0-950e-4ec7-9fa1-80055327a7d7"
"Margay Sorenson","","Living Characters","2","Jul-77","Black Hair","Female Characters","Good Characters","No Dual Identity","f8451b49-60d2-43d5-81e7-82fd80fa90e0"
"Mister One and Mister Two","","Living Characters","2","Nov-77","","Male Characters","","","c448ff58-5e4e-41d6-ae4b-4cb79590b15e"
"Modt","","Living Characters","2","Dec-77","","","","","4b19fa9c-0258-4b37-b55c-6d653f918685"
"Monk Keys","","Living Characters","2","Mar-77","Brown Hair","Male Characters","Bad Characters","","eaf684a3-785a-4755-9e62-e92ef3c321e2"
"Nicodemus","","Living Characters","2","Nov-77","Red Hair","Male Characters","Bad Characters","Secret Identity","1bedadda-245c-450d-8afa-93f4bd235507"
"Pierre Dentifris","","Living Characters","2","Feb-77","White Hair","Male Characters","Bad Characters","","33699b4b-440f-4da5-b730-068129977251"
"Prince Philip","","Living Characters","2","Jun-77","Brown Hair","Male Characters","Good Characters","No Dual Identity","c3f0de81-c626-4dc6-ae9d-1cc17aa665d0"
"Ralph Rider","","Deceased Characters","2","Aug-77","","","","","df1c15af-3d70-4992-9641-363f8b608c2c"
"Relstor","","Living Characters","2","Feb-77","Black Hair","Male Characters","","Public Identity","5b4d3af7-0695-4b5d-a149-1d14405f4f9d"
"Securitron","","Living Characters","2","Feb-77","","","","","f3721895-8bf4-4b87-835d-22d63ca4adf5"
"Shambler","","Deceased Characters","2","Dec-77","No Hair","","Good Characters","Secret Identity","d4b4f237-03cc-42f6-b59e-eafc6a281f14"
"Soul-Drinker","","Living Characters","2","Oct-77","","","Bad Characters","Secret Identity","7031c81a-de17-4edb-bf47-82f026f1a721"
"Sporr","","Living Characters","2","Feb-77","No Hair","","Neutral Characters","","4ad67937-3841-420f-81b4-e7a836e9b40e"
"Stephen Weems","","Living Characters","2","Apr-77","Blond Hair","Male Characters","Bad Characters","Secret Identity","8afd6e78-92f4-4ab6-822d-5b8cf5584b62"
"Thomas Ewing","","Living Characters","2","Jun-77","","Male Characters","Bad Characters","Secret Identity","2dee8ef3-0eb4-4e59-a04d-6d00a0df69f8"
"Tri-Animan","","Deceased Characters","2","Jan-77","","Male Characters","Bad Characters","","8faa2fd3-a806-41f2-a7e7-2ad9db253e9c"
"Visimajoris","","Living Characters","2","Aug-77","","","Bad Characters","","5c5483e0-60ab-496d-b7b6-a5800d13ad38"
"Werner Eisen","","Living Characters","2","Feb-77","Bald","Male Characters","Bad Characters","","80434b28-77ce-420c-a2cf-e40c466bd2e6"
"Adam Manna","","Living Characters","2","Dec-78","Brown Hair","Male Characters","","","ce9c3dcd-ecc9-4d6e-8af4-a304fd5d2fc9"
"Barok","","Living Characters","2","Oct-78","","Male Characters","Good Characters","","70107c15-0d1f-4be4-be9a-dc306b93486e"
"Carl Braden","","Living Characters","2","Feb-78","Brown Hair","Male Characters","Neutral Characters","Public Identity","51cc691c-63b3-4fda-9f20-36e8907c921d"
"Eric Barlow","","Deceased Characters","2","Jan-78","Black Hair","Male Characters","Bad Characters","","2ec30fd2-d8b2-4f0c-a6d0-c39300fd72b1"
"Franz Gerhardt","","Living Characters","2","Jun-78","","Male Characters","Bad Characters","Secret Identity","3bb9b15b-4954-4310-9ff4-a4c172a49eec"
"Haemon","Red Eyes","Living Characters","2","Oct-78","No Hair","Male Characters","Neutral Characters","No Dual Identity","21a4d0bd-dd4d-429d-98e2-da18c08116a6"
"Hogg","","Living Characters","2","Jul-78","","Male Characters","Good Characters","Public Identity","bbd53ceb-64b9-4b54-ae2b-1b5c46fb3384"
"Jacob Wallaby","","Living Characters","2","Jan-78","","Male Characters","","","97941c6d-a950-4b89-8426-fe476d2afa05"
"Joseph Danvers, Jr.","Blue Eyes","Living Characters","2","Jan-78","Blond Hair","Male Characters","Neutral Characters","","c5ca40b7-7ee9-4432-87e8-e29b6e2a568d"
"Manipulator","White Eyes","Living Characters","2","Dec-78","No Hair","Male Characters","Bad Characters","Secret Identity","d487303f-037b-4c66-bf4b-a5b94f7ab3a5"
"Matani","","Deceased Characters","2","Aug-78","Black Hair","Female Characters","","No Dual Identity","0e963675-9afc-4c14-b3d2-6139e679b241"
"Mela","","Living Characters","2","Oct-78","Black Hair","","Good Characters","","0d1d2e14-2723-4ab9-82f7-3158fa5d3813"
"Moran","","Living Characters","2","Jan-78","","Male Characters","Bad Characters","","8c571a96-5a30-4848-8cb1-e3a349f34419"
"Nathan Beame","Red Eyes","Living Characters","2","Dec-78","Brown Hair","Male Characters","Bad Characters","","59f7bd88-bd5c-4fce-a01d-78b6c29f0de5"
"Njord","Blue Eyes","Deceased Characters","2","Aug-78","Grey Hair","Male Characters","","Secret Identity","3f3b5893-b342-4aa2-86f5-a7c15cc1fd64"
"Observer YJ-18","","Living Characters","2","Jun-78","","Male Characters","Bad Characters","Public Identity","ce0cfb7c-4864-4f68-8374-8b655a62a5a5"
"Roak","","Living Characters","2","Jan-78","","Male Characters","Bad Characters","","c0428e0a-a449-4690-b058-85ff2859a683"
"Sinister Soofi","","Living Characters","2","Feb-78","","Male Characters","Bad Characters","","0837825e-38cb-452c-b60d-d4ce6ed050a1"
"Tatia","","Living Characters","2","Oct-78","","","Good Characters","","bc86bf68-4af0-408d-903d-5f91ceb821ea"
"Tinta","","Living Characters","2","Oct-78","","","Good Characters","","4ec95b84-ef1c-41c3-8895-94f2f2a086f6"
"Yada","","Living Characters","2","Oct-78","White Hair","Female Characters","Good Characters","No Dual Identity","0fd12842-ceb6-46df-8de5-b6aa957cf195"
"Aeneas","Brown Eyes","Living Characters","2","Nov-79","Brown Hair","Male Characters","Neutral Characters","Secret Identity","50f4de06-b84b-47c6-936b-bc5b56996da6"
"Agamemnon","","Deceased Characters","2","Nov-79","","Male Characters","","Public Identity","61f56718-66bd-477d-9d27-42322dfc246f"
"Anson Harkov","Brown Eyes","Living Characters","2","Nov-79","Black Hair","Male Characters","","","b632a7a1-77ba-400b-a86e-87719932b072"
"Argus the One-Eyed","","Living Characters","2","Nov-79","Brown Hair","Male Characters","","Public Identity","571479cb-e778-454a-a28e-6a76089b9630"
"Bloodhawk","Black Eyes","Deceased Characters","2","Jan-79","No Hair","Male Characters","Good Characters","Secret Identity","bad56db8-be51-4027-997f-4a38b43a6089"
"Carbon","","Living Characters","2","Oct-79","","","Bad Characters","","3819309f-be7f-4888-ba37-f1d06292e989"
"Cassandra","","Living Characters","2","Nov-79","Brown Hair","Female Characters","","","b6276b54-c3e1-405c-ae95-25488699e38e"
"Cerberus","","Living Characters","2","Aug-79","No Hair","","Bad Characters","Secret Identity","50722882-2606-4e6a-91f3-0c325fac5e00"
"Cobalt","White Eyes","Living Characters","2","Oct-79","No Hair","","Bad Characters","Public Identity","b5a9bc0e-8725-4a05-99c4-b1c95336b333"
"Darren Cross","Black Eyes","Deceased Characters","2","Apr-79","Black Hair","Male Characters","Bad Characters","No Dual Identity","449ff45c-74eb-40e2-a2eb-2b59819e655a"
"Diomedes","","Living Characters","2","Nov-79","Black Hair","Male Characters","","","99bdf141-dd1d-4896-a4b0-307e700ec85d"
"Hagar","Green Eyes","Living Characters","2","May-79","No Hair","Male Characters","Bad Characters","Secret Identity","e12ba88c-07bc-40fc-9a89-bf24da2e4153"
"Hiram Dobbs","Blue Eyes","Living Characters","2","Mar-79","White Hair","Male Characters","Good Characters","Public Identity","53c36dc6-132c-4b4b-9235-ff096e65de64"
"Jaketch","Green Eyes","Living Characters","2","May-79","No Hair","Male Characters","Bad Characters","Secret Identity","47b171ee-4370-4a36-8bfb-b2f8450eb4e0"
"James Valkon","","Living Characters","2","Jan-79","","Male Characters","Bad Characters","Secret Identity","8740144b-67b4-4086-96b9-6a7fd64fec8c"
"John Diamond","","Living Characters","2","Apr-79","","Male Characters","","Public Identity","d0b888d5-43ae-408b-b3f9-e0fbe8f0afcb"
"Joshua Farkas","Brown Eyes","Living Characters","2","Dec-79","Brown Hair","Male Characters","Bad Characters","Public Identity","7baf60dd-c5c7-49c8-ae52-49e1ca431630"
"Karl Janacek","","Living Characters","2","Mar-79","","Male Characters","","","bf5e9092-25f3-4376-83ab-cdf9885624aa"
"Katrinka Janice Clayton","","Living Characters","2","Mar-79","","Female Characters","","No Dual Identity","02005820-e2cc-41a3-b4e5-dc5bd660155a"
"Lupinar","Blue Eyes","Living Characters","2","Feb-79","Blond Hair","Male Characters","Bad Characters","","8e26298e-1b06-451a-abc5-d85d724e34fe"
"Maur-Konn","","Living Characters","2","Feb-79","","Male Characters","Bad Characters","","4aaf3059-33c9-4ee9-802a-f1b2f0fef2bd"
"Menelaus","","Living Characters","2","Nov-79","Black Hair","Male Characters","","","5825208b-9440-4ea8-8ac3-13b1c1d04256"
"Metabo","","Living Characters","2","Aug-79","No Hair","Male Characters","Bad Characters","Secret Identity","60f98aa7-be15-4c68-a71c-e7fb37bdad90"
"Monolith","","Living Characters","2","Jan-79","No Hair","Male Characters","Bad Characters","Secret Identity","638b4541-8e34-43c5-98f2-9ef8efb25737"
"Pandarus of Lycia","","Living Characters","2","Nov-79","Brown Hair","Male Characters","","Public Identity","9a94a4ee-f36c-4592-962d-7e0cece7a7e6"
"Passing Cloud","White Eyes","Deceased Characters","2","May-79","White Hair","Male Characters","Good Characters","","554ca4f8-2733-4f5a-b329-25043141dbd0"
"Philoctetes","","Living Characters","2","Nov-79","Brown Hair","Male Characters","","Public Identity","0dcdb7c0-a890-48a6-9ebf-88632cf2731d"
"Phosphorus","","Living Characters","2","Oct-79","","","Bad Characters","","bf8b00d3-775e-4a90-8752-0a7a03dea6f6"
"Priam","","Living Characters","2","Nov-79","Black Hair","Male Characters","","","734ccbc3-3ef2-4c12-8511-f86809d35470"
"Sandy Herkowitz","","Living Characters","2","May-79","Blond Hair","Female Characters","Neutral Characters","No Dual Identity","f677ed3b-8bfc-46dd-8715-b8842de06b9d"
"Sandy Jones","Green Eyes","Living Characters","2","Jun-79","Red Hair","Female Characters","","Public Identity","8750284c-51c4-44e7-9320-3419fbeec355"
"Sashia","","Living Characters","2","Aug-79","","Female Characters","Good Characters","Public Identity","55b770d2-b7a9-4345-87e1-06dad32b3a34"
"Sergei Kotzinin","","Deceased Characters","2","Jul-79","Black Hair","Male Characters","Neutral Characters","No Dual Identity","0e39d436-55f9-4764-a7a8-3e6e1b8ad42b"
"Starchild","Red Eyes","Living Characters","2","Sep-79","No Hair","","Bad Characters","Secret Identity","51318f01-ba1a-4d9c-8871-9c983c7f9cd7"
"Tawa","Brown Eyes","Living Characters","2","Nov-79","Black Hair","Male Characters","Good Characters","Secret Identity","24a71046-fdc8-42db-9220-48a77654dbd9"
"Teacher","","Living Characters","2","Jan-79","White Hair","Male Characters","Good Characters","Secret Identity","e0035602-208f-4bff-a234-7104518d2bfd"
"Aaron Verne","","Living Characters","2","Dec-80","Bald","Male Characters","Bad Characters","Public Identity","821ab21c-b4dd-4456-a7ff-231c5f7a7e7a"
"Agent Syn","","Living Characters","2","Nov-80","","Male Characters","Bad Characters","Secret Identity","c3032552-9e32-4a18-b13e-8a02381da76e"
"Alexi Kalishnikov","","Living Characters","2","Oct-80","Black Hair","Male Characters","Bad Characters","","4b7e2453-d43e-4758-b85e-96b9fd4a94f5"
"Alfred Tooks","Brown Eyes","Living Characters","2","Jul-80","Black Hair","Male Characters","Bad Characters","Secret Identity","4b472c2b-11f9-4c0f-a3cc-2b7a3753bf34"
"Bayan","","Living Characters","2","Oct-80","White Hair","Male Characters","Good Characters","","f62ed6e7-a03a-4055-8e76-8e34df24f061"
"Benedict Pierce","Brown Eyes","Living Characters","2","Nov-80","","Male Characters","","No Dual Identity","696f788f-4025-4ada-9b2e-3556e1b4175e"
"Brute Bashby","","Living Characters","2","May-80","Brown Hair","Male Characters","Bad Characters","Secret Identity","9086414f-52bd-4bb0-828b-6ac969e492d1"
"Carl Delandan","","Living Characters","2","Jul-80","Brown Hair","Male Characters","Bad Characters","","bfe96bdc-898d-466c-94a5-02e71d75b3f2"
"Dawn Starr","","Living Characters","2","May-80","Blond Hair","Female Characters","","","9f295c76-4968-4db5-b00a-95be17a26b8c"
"Elephantine","","Living Characters","2","Oct-80","","Male Characters","","Secret Identity","0ff44491-52bd-4bbf-81a7-71dd4580ff2f"
"Eluke","White Eyes","Deceased Characters","2","Jul-80","","Male Characters","Good Characters","Public Identity","6b57e31f-b5b5-454d-aa27-bd178d3cccee"
"Fury","","Living Characters","2","Oct-80","","Female Characters","","Secret Identity","dda8eab6-425a-4c88-83d3-cb9c81b0add6"
"Gamesman","","Living Characters","2","Mar-80","","Male Characters","Bad Characters","Secret Identity","a2d8b7ae-5c7d-4a7c-ad3b-ff8dfeedab0e"
"John Judson","","Living Characters","2","Jul-80","Brown Hair","Male Characters","Bad Characters","Public Identity","6748d5df-e646-40b3-abab-860c9624526e"
"Kan","","Living Characters","2","Oct-80","Bald","Male Characters","Neutral Characters","No Dual Identity","ebd653c9-bf30-49f2-bc20-6cefe31ad584"
"Magni Thorson","","Living Characters","2","Mar-80","Red Hair","Male Characters","Neutral Characters","Secret Identity","5b18fcba-2735-4826-9a8e-00cbfa526794"
"Malachi Toomes","","Deceased Characters","2","Jul-80","Bald","Male Characters","Bad Characters","Public Identity","aef12762-0130-4c8d-879b-d80c873c39a4"
"Michael Trudeau","","Living Characters","2","Aug-80","","Male Characters","Bad Characters","Public Identity","f02239e6-47d9-4211-b472-b8f3518345da"
"Minotaurus","","Living Characters","2","Oct-80","Brown Hair","Male Characters","Neutral Characters","Secret Identity","aeb97982-6666-468d-95e8-88e4081e1c17"
"Mister Whitman","","Living Characters","2","Dec-80","Grey Hair","Male Characters","Neutral Characters","No Dual Identity","34725fce-502b-4a88-8985-4dcb8836563e"
"Modi Thorson","","Living Characters","2","Mar-80","Red Hair","Male Characters","Neutral Characters","Secret Identity","d0cf1a0f-0eab-4e00-a7ae-917aab2aa9bf"
"Neptunus","","Living Characters","2","Sep-80","","Male Characters","","Secret Identity","d0c2f408-7122-4363-9514-b21251d8d413"
"Pantherus","","Living Characters","2","Oct-80","","Male Characters","","Secret Identity","d395640e-b269-4e9e-96eb-3be0f8681ec5"
"Roy","","Living Characters","2","May-80","","Male Characters","","Public Identity","356a5adb-c8d1-4ff3-8355-31b77685da06"
"Sheila Marks","","Living Characters","2","Feb-80","","Female Characters","","","04650696-e47c-432c-8d3c-5300d2bbd50e"
"Svarog","","Living Characters","2","Oct-80","","Male Characters","Good Characters","Public Identity","73841783-c3ff-473a-893f-0fe7a20655f3"
"Vali","","Living Characters","2","Mar-80","","Male Characters","","","701557e5-05dd-41c2-975a-80a288b7a50f"
"Viperus","","Living Characters","2","Sep-80","","Male Characters","","Secret Identity","22c7b282-c6e7-4807-bb2d-d207e0707001"
"Aegir","","Living Characters","2","May-81","","Male Characters","","No Dual Identity","73c93808-c3de-45fd-a015-67f2a0790ea7"
"Air","","Living Characters","2","Jul-81","","","Neutral Characters","","c83ccab1-8e81-49ef-a52d-a89450934ef0"
"Albert Vito","","Living Characters","2","Aug-81","Black Hair","Male Characters","","Public Identity","aebf9298-fec5-4f28-b0ca-60d3b84c0687"
"Beverly Matheson","","Living Characters","2","Mar-81","","Female Characters","Good Characters","No Dual Identity","0832c47b-8c9f-46a3-9d50-f37add01b9d2"
"Dephine","Blue Eyes","Living Characters","2","Jun-81","Green Hair","Female Characters","Good Characters","Secret Identity","91d957bc-4872-4ba3-84f6-81f76506e88a"
"Dexter Quentin","","Living Characters","2","Mar-81","Black Hair","Male Characters","Good Characters","Public Identity","f354cb02-5f64-4f34-9fe2-290cea943dae"
"Earth","","Living Characters","2","Jul-81","","","Neutral Characters","","5f18df4d-6f8c-4628-afdd-2c25a7bd6f7d"
"Eva Krauss","","Living Characters","2","Dec-81","Grey Hair","Female Characters","Good Characters","Public Identity","bee54c5b-909d-49df-8c2d-325b67bc5ff7"
"Fire","","Living Characters","2","Jul-81","","","Neutral Characters","","dabaae4f-eede-43a1-bbbe-80c09c5eff15"
"Galactic Destroyer","","Living Characters","2","Dec-81","","Male Characters","Bad Characters","Secret Identity","e51b2731-5214-48fc-a598-320589f14b56"
"Gorn","","Deceased Characters","2","Oct-81","Brown Hair","Male Characters","Neutral Characters","Public Identity","4cf81969-f968-4f13-8278-51b5e83d1a36"
"Harold Becker","","Living Characters","2","Dec-81","","Male Characters","Good Characters","Public Identity","385b9f6f-3e9d-4c10-9904-1cdb56a4c5ac"
"Jock Forrester","","Deceased Characters","2","Apr-81","","Male Characters","","Public Identity","d466fa91-a5dc-4c4f-b139-954412a2f487"
"Joshua Grimly","","Living Characters","2","Sep-81","Grey Hair","Male Characters","Bad Characters","","eafb834f-4057-43cb-90d3-35dae8a2c73a"
"Jules Baxendale","","Living Characters","2","Jan-81","","Male Characters","Bad Characters","","88bcc0c4-502e-4770-a1cc-290fb840db56"
"Kevin Matheson","","Living Characters","2","Mar-81","","Male Characters","Good Characters","Public Identity","dcbc7dee-157d-4e0a-a081-ebf3e62c8b26"
"Montenegro","Brown Eyes","Living Characters","2","Jul-81","Red Hair","Male Characters","Bad Characters","","4081105d-d540-4978-8e1e-f266526b38ad"
"Phillip le Guin","","Living Characters","2","Dec-81","Brown Hair","Male Characters","Good Characters","Public Identity","692d411b-8bca-4d50-a2db-dbe4d7ba73d9"
"Rufus Carter","Brown Eyes","Living Characters","2","Jan-81","Black Hair","Male Characters","","","a48f6333-e1ca-4142-8114-e84c666d23de"
"Sep","Brown Eyes","Living Characters","2","May-81","Brown Hair","Male Characters","Good Characters","Public Identity","5c63b45a-8d1a-4db6-a9e6-b928f5a3941b"
"Shadow Lord","","Living Characters","2","May-81","Black Hair","Male Characters","Good Characters","Secret Identity","dad83edc-a5c1-409d-8374-bdba301c694b"
"Shu Han","","Living Characters","2","Mar-81","Black Hair","Female Characters","Good Characters","Public Identity","7527ec8c-319c-44ee-9647-6eaf66637459"
"Sibylla","","Living Characters","2","Apr-81","","Female Characters","","Public Identity","91e79f3e-2b6d-4e0c-a3d3-5b62d8aced80"
"Solon Stabilizer","","Living Characters","2","Dec-81","","Female Characters","Neutral Characters","Public Identity","ad7bc9de-9922-4913-8fa8-d6762121566d"
"Tani Uiruson","","Living Characters","2","Aug-81","","Male Characters","Bad Characters","","5cb50552-6085-4a97-9cef-e916c7c7540e"
"Thyrio","","Living Characters","2","Apr-81","","Male Characters","","","1aadea75-57a7-4056-bbc2-dc08678ae1d2"
"Water","","Living Characters","2","Jul-81","","","Neutral Characters","","bf8f545f-1b6d-4f53-a87d-b853fc9747f9"
"William Liu","","Deceased Characters","2","Feb-81","Black Hair","Male Characters","","","922fccec-860b-452f-8928-71df6c6379c3"
"Abraham Lincoln","Grey Eyes","Living Characters","2","May-82","Brown Hair","Male Characters","Neutral Characters","Secret Identity","92f8d450-cb43-47d5-b421-8e5164d3008e"
"Alcemides","","Living Characters","2","Jul-82","White Hair","Male Characters","Good Characters","No Dual Identity","b96cb625-0b4c-4cdd-aee4-12263a641c66"
"Amergin","","Deceased Characters","2","Nov-82","Grey Hair","Male Characters","","","2870971b-ea58-4876-a032-9c75b3d0f263"
"Arthur Chekhov","Brown Eyes","Living Characters","2","Dec-82","Bald","Male Characters","Good Characters","No Dual Identity","efaf4e80-756a-48de-8329-56dcd16112b7"
"Asano Kimura","Brown Eyes","Deceased Characters","2","Sep-82","Black Hair","Male Characters","Good Characters","","13f79292-8a5a-4037-872d-a3997cc34ab7"
"Ashake","Blue Eyes","Living Characters","2","Jun-82","","Female Characters","Good Characters","No Dual Identity","33ed2f81-55f8-4f47-a60e-a6b232692cb8"
"Black Eagle","Brown Eyes","Living Characters","2","Nov-82","White Hair","Male Characters","Good Characters","No Dual Identity","6247aaf1-cb3a-4d5f-9d50-4023578f29aa"
"Dalia","","Living Characters","2","Feb-82","No Hair","Female Characters","Neutral Characters","Secret Identity","42792ed0-e4fa-42c1-b826-13f0d4e4f5bb"
"Daniel Shomron","Black Eyes","Deceased Characters","2","Sep-82","Black Hair","Male Characters","Good Characters","","c3cd3199-baf9-4556-b1fd-35b8011daa19"
"Dulb","","Living Characters","2","Nov-82","Black Hair","Male Characters","","","f00802f8-a583-4042-a48f-1ee363327398"
"Ereshkigal","Blue Eyes","Living Characters","2","Oct-82","Black Hair","Female Characters","Bad Characters","","faa9a2b3-6bba-4cdf-a785-5a47f6a68943"
"Fear","Purple Eyes","Living Characters","2","Sep-82","Black Hair","Male Characters","Bad Characters","Secret Identity","6bdcc2ec-0bb7-432e-a79b-fc76ba17933d"
"Fiona McMurdo","","Living Characters","2","Jan-82","Blond Hair","Female Characters","","","05ecb815-2b95-41f0-9391-fc6bc0bd848d"
"Freakmaster","","Living Characters","2","Jul-82","Blond Hair","Male Characters","","Secret Identity","0820db3a-0d9e-4791-adb0-30a4a57dff97"
"Glytra","","Living Characters","2","Mar-82","No Hair","Female Characters","","Public Identity","c2be4fbd-cef7-4b85-8914-85b1cd5a95f0"
"Ian Fate","Blue Eyes","Living Characters","2","Feb-82","Black Hair","Male Characters","Bad Characters","Public Identity","9c5caa7a-2abb-4f07-8ec0-53725f9a1650"
"James Melvin","","Living Characters","2","Nov-82","Black Hair","Male Characters","Bad Characters","Public Identity","f6c6d6e3-31ab-47a1-ad02-5a099fb7958f"
"Li Ching-Lin","","Living Characters","2","Aug-82","","Male Characters","Good Characters","","a87f846e-243c-4259-ba91-319563d34337"
"Nose Norton","Blue Eyes","Living Characters","2","Oct-82","Red Hair","Male Characters","Neutral Characters","Secret Identity","4d4583bc-cab6-4c23-a219-75b8de9a8e87"
"Phraug","","Living Characters","2","Nov-82","No Hair","Male Characters","Bad Characters","Public Identity","8ce7fd1c-d698-4d00-962c-d8a582fc75df"
"Raymond Royton","","Living Characters","2","Dec-82","Bald","Male Characters","","Public Identity","0617c572-9bfa-4018-b5ac-91999d02c340"
"Samhain","Yellow Eyes","Living Characters","2","Nov-82","White Hair","Male Characters","Bad Characters","","5d8a23e0-918d-4d55-92ae-06bb966db559"
"Tethra","","Living Characters","2","Nov-82","No Hair","Male Characters","Bad Characters","Secret Identity","3b2d33e1-c9ac-443e-9224-7c7c13a62863"
"Thomas Zebulon Guthrie","Blue Eyes","Deceased Characters","2","Nov-82","Blond Hair","Male Characters","Neutral Characters","Secret Identity","3cd7fecc-2f4b-4661-b16d-18eaa7c467fa"
"Arnold Donovan","","Deceased Characters","2","Sep-83","Black Hair","Male Characters","Bad Characters","Public Identity","98fc2cf7-b12e-4d74-a3f7-e7cd05705bf9"
"Caryn Wise","","Living Characters","2","Apr-83","","Female Characters","","","07f1f652-249e-4a5a-b111-54ae59e9abfa"
"Deadshot Darrance","","Living Characters","2","Nov-83","White Hair","Male Characters","Bad Characters","Secret Identity","604ed31d-da6d-42be-8c2a-67b7c6c5021c"
"Ja-Quari","","Living Characters","2","May-83","","","","Secret Identity","e3f56afa-6ead-498e-9aff-7c779ce7c52f"
"Karant Kiar","","Living Characters","2","Dec-83","","Male Characters","","No Dual Identity","b6256c21-a506-4c7f-ad21-000242b42ba5"
"Korath","","Deceased Characters","2","May-83","","Male Characters","","No Dual Identity","b5f3bba6-98ac-408e-a0ac-3d7cfb8ca69f"
"Mayor Byrne","","Living Characters","2","Apr-83","Brown Hair","Female Characters","","","54472a0d-d107-43b6-aeeb-bd47c30b1f9e"
"Ootah","","Deceased Characters","2","Mar-83","","","","","7f47cce6-3579-432c-b2b2-fb89083861e3"
"Retread","","Living Characters","2","Jul-83","Brown Hair","Male Characters","","","e9d673af-ead9-48f4-b08c-29248491503f"
"Schuyler Belial","","Living Characters","2","Mar-83","","Male Characters","Bad Characters","","01900a9b-fbc3-4625-b4f9-e1ae7aac9645"
"Sheila Danning","","Living Characters","2","Aug-83","Red Hair","Female Characters","Bad Characters","","3532c58a-35b1-4334-8c53-356d964d06e7"
"William Boylan","","Living Characters","2","Apr-83","Black Hair","Male Characters","","","ce943752-fa0b-46fb-b9ab-83ecf9c82149"
"Xxan Xxar","","Living Characters","2","Dec-83","No Hair","Male Characters","","","67e2bd15-cba1-4047-be35-581945aaa938"
"Aelfyre Whitemane","Pink Eyes","Deceased Characters","2","Aug-84","White Hair","Male Characters","Good Characters","Secret Identity","f8f5d4fe-721d-41dc-8e1a-87bed693fc06"
"Anthony Sloan","Red Eyes","Living Characters","2","Aug-84","Bald","Male Characters","Bad Characters","Secret Identity","c50f2104-f62a-47a1-a9ac-6ede98eaa24b"
"Bragi","Brown Eyes","Living Characters","2","Mar-84","Brown Hair","Male Characters","Good Characters","Public Identity","6cd7c00e-8103-47ec-811c-1ac8b834e516"
